Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
26,0,13,25,5,25,2,1,195,17,1,195
64,0,53,12,10,26,1,1,906,24,1,906
54,1,48,22,2,4,1,12,319,3,0,26.58
43,0,37,28,4,26,3,12,492,15,1,41
44,1,15,20,7,4,1,1,780,17,0,780
31,1,3,6,4,26,1,1,767,18,0,767
47,1,54,11,3,22,2,12,298,3,0,24.83
25,1,19,21,7,25,1,1,918,1,0,918
53,0,37,30,4,15,1,1,951,13,0,951
30,1,28,22,10,18,3,12,678,8,1,56.5
51,1,44,26,4,18,1,1,122,5,0,122
50,0,5,15,6,25,1,1,161,6,1,161
48,0,4,16,3,11,1,12,135,22,0,11.25
30,1,58,5,8,2,3,12,328,19,0,27.33
23,1,19,1,1,7,1,3,166,8,0,55.33
42,1,27,12,4,10,2,3,509,28,0,169.67
43,0,7,7,0,18,3,1,609,14,0,609
35,0,13,15,9,26,3,3,587,19,0,195.67
30,1,52,12,5,16,3,3,670,24,1,223.33
55,0,52,16,0,3,3,1,500,16,0,500
50,1,8,19,5,28,2,3,101,3,0,33.67
45,1,26,25,9,30,3,3,238,2,1,79.33
51,1,28,8,8,10,2,12,114,10,0,9.5
62,0,36,21,4,16,1,12,236,6,0,19.67
29,1,1,16,4,10,1,3,600,13,0,200
62,0,14,26,2,6,3,1,599,1,0,599
59,0,6,4,1,1,1,3,861,25,0,287
36,0,6,7,4,6,3,3,755,6,0,251.67
51,1,25,17,9,9,3,1,738,17,0,738
58,0,47,21,6,15,1,3,280,10,0,93.33
34,0,22,10,10,17,3,12,700,18,0,58.33
26,1,18,24,10,0,1,12,671,15,0,55.92
64,0,60,7,6,12,3,12,235,7,0,19.58
36,0,53,13,8,27,3,1,615,26,1,615
21,0,26,25,8,7,2,3,377,26,0,125.67
32,0,39,20,7,23,1,1,228,26,1,228
35,0,17,16,2,2,2,3,989,21,0,329.67
45,0,8,5,7,26,1,12,585,17,0,48.75
60,0,15,5,5,22,1,12,724,19,1,60.33
31,0,41,9,0,7,3,3,546,4,0,182
57,1,53,23,1,3,1,3,959,6,0,319.67
39,1,31,16,9,8,1,3,890,19,0,296.67
55,0,35,13,3,6,3,1,276,30,0,276
23,1,9,18,6,26,1,1,363,1,0,363
45,1,36,22,0,14,3,12,694,14,0,57.83
18,0,6,4,5,18,3,1,136,6,0,136
27,1,52,29,9,7,1,3,267,28,0,89
50,1,36,13,0,20,1,3,445,13,0,148.33
57,0,17,2,7,21,2,12,446,18,1,37.17
45,0,44,2,1,12,3,1,301,26,0,301
53,1,25,21,8,10,3,1,307,15,0,307
62,0,20,12,0,15,3,3,118,26,0,39.33
18,1,12,12,2,26,1,3,869,12,0,289.67
52,0,46,25,7,4,1,12,628,29,0,52.33
26,1,20,17,4,29,3,3,248,14,0,82.67
25,0,53,3,6,28,1,1,609,25,1,609
58,0,60,15,2,26,1,12,831,16,0,69.25
51,0,34,15,8,13,3,12,264,12,0,22
65,0,2,19,9,22,2,1,142,4,1,142
36,0,32,12,4,7,1,3,329,23,0,109.67
30,1,59,15,9,11,2,12,597,17,0,49.75
58,1,1,24,5,28,3,12,540,23,0,45
29,0,31,1,6,27,1,12,424,28,1,35.33
24,1,31,11,1,12,1,1,489,28,0,489
49,1,59,21,7,13,3,12,845,4,0,70.42
37,0,32,23,9,22,1,1,208,9,1,208
40,0,8,28,6,1,3,1,823,24,0,823
21,1,27,3,2,2,1,1,984,20,0,984
21,0,11,11,6,11,3,3,141,27,0,47
27,1,36,19,10,7,1,1,728,7,0,728
34,0,52,21,10,14,3,3,948,9,0,316
49,1,50,4,0,3,3,1,230,16,0,230
46,0,17,21,6,22,3,1,377,5,1,377
25,0,55,29,9,14,1,3,762,16,0,254
42,1,11,14,1,19,1,12,631,19,0,52.58
59,0,27,18,9,1,1,3,874,18,0,291.33
54,1,57,5,1,3,1,1,237,3,0,237
48,1,33,28,1,25,2,1,601,25,0,601
39,0,52,17,8,27,3,12,325,9,1,27.08
27,1,41,20,10,15,1,1,734,3,0,734
34,1,46,1,5,2,1,12,769,29,0,64.08
32,0,7,27,8,19,3,3,506,21,0,168.67
48,1,6,4,5,25,2,3,604,9,0,201.33
42,0,34,10,4,30,2,1,190,12,1,190
54,1,5,22,4,14,3,3,616,13,0,205.33
56,0,5,19,7,30,3,1,467,20,1,467
22,1,45,11,5,23,1,12,988,6,1,82.33
26,1,2,9,0,28,1,3,425,29,0,141.67
54,1,38,14,8,19,2,3,391,7,1,130.33
28,0,41,22,7,16,2,3,774,4,1,258
38,0,17,6,7,1,1,1,350,24,0,350
65,1,34,13,1,24,1,12,159,7,0,13.25
35,1,55,9,3,8,2,12,211,26,0,17.58
47,1,33,19,7,20,3,12,927,6,1,77.25
34,0,21,11,4,18,1,12,739,1,0,61.58
60,0,1,25,5,17,2,12,393,21,0,32.75
44,1,52,21,0,15,1,1,148,15,0,148
50,0,29,11,3,25,3,3,332,27,1,110.67
26,0,17,29,8,13,2,3,792,24,0,264
32,0,33,11,10,27,2,1,577,6,1,577
56,1,48,25,3,9,2,1,252,8,0,252
18,1,22,21,0,21,1,12,675,19,0,56.25
53,1,10,28,9,8,1,1,809,24,0,809
27,1,43,13,7,8,3,1,680,20,0,680
35,0,3,14,2,2,3,12,658,29,0,54.83
65,1,48,25,7,29,3,12,661,9,1,55.08
60,0,49,2,8,18,3,1,938,25,1,938
39,1,21,16,10,6,1,3,992,2,0,330.67
44,0,22,19,6,26,2,12,485,15,1,40.42
57,0,24,17,5,22,3,12,756,6,1,63
36,1,33,13,1,0,2,3,155,29,0,51.67
33,1,4,24,6,26,2,1,460,7,0,460
26,0,43,2,6,15,2,1,467,29,0,467
57,0,30,13,5,11,1,3,437,11,0,145.67
23,0,48,26,3,4,2,1,707,20,0,707
38,0,39,3,3,27,3,1,160,11,1,160
34,0,56,22,3,9,2,1,440,10,0,440
59,1,53,10,5,22,2,12,129,28,1,10.75
25,1,39,9,7,9,1,1,385,10,0,385
50,1,36,28,8,22,1,3,503,13,1,167.67
52,0,25,24,9,0,2,1,218,25,0,218
24,0,44,6,0,7,1,1,518,22,0,518
25,1,58,27,3,9,2,1,424,18,0,424
56,1,58,13,6,1,3,12,662,20,0,55.17
36,1,5,15,9,28,2,1,417,3,0,417
54,1,46,1,7,27,2,12,421,18,1,35.08
60,1,56,23,3,20,2,1,929,6,0,929
64,1,48,14,9,28,1,3,266,23,1,88.67
28,0,27,20,1,12,1,3,131,12,0,43.67
65,1,48,5,10,27,3,3,243,27,1,81
37,0,43,2,2,6,2,12,612,14,0,51
62,0,27,6,0,13,3,1,818,21,0,818
38,0,16,9,5,5,3,3,574,28,0,191.33
22,1,26,16,8,26,3,1,828,21,1,828
31,0,17,8,9,12,2,12,526,30,0,43.83
53,1,26,3,6,18,3,1,243,15,1,243
31,0,30,14,1,18,3,3,988,22,0,329.33
31,0,45,18,1,26,1,3,228,13,1,76
26,1,32,1,7,13,1,1,115,19,0,115
28,0,49,11,1,12,2,3,360,16,0,120
40,1,34,25,2,3,1,12,190,11,0,15.83
18,1,34,25,8,21,3,1,646,4,1,646
60,1,52,12,9,13,2,12,207,28,0,17.25
55,1,32,24,1,9,3,12,554,10,0,46.17
24,1,9,24,9,12,1,3,810,25,0,270
50,0,52,27,7,18,3,3,997,12,1,332.33
29,1,45,24,3,2,3,3,245,4,0,81.67
47,1,18,8,5,5,3,12,577,10,0,48.08
34,1,5,16,7,30,2,3,400,9,0,133.33
30,0,25,12,4,23,3,1,532,23,1,532
22,1,38,2,10,11,1,12,699,5,0,58.25
33,1,37,8,3,27,1,12,605,25,0,50.42
31,1,37,12,7,12,1,12,898,23,0,74.83
58,1,32,25,10,0,2,1,700,10,0,700
44,1,53,11,7,4,2,1,846,5,0,846
22,1,8,19,9,21,1,12,203,11,0,16.92
38,0,2,25,6,27,2,3,220,22,1,73.33
18,1,6,21,5,18,3,3,580,4,0,193.33
18,1,24,5,8,24,1,3,879,16,1,293
63,1,36,13,10,1,3,1,365,5,0,365
18,1,46,24,8,29,3,3,967,27,1,322.33
23,0,22,13,5,28,2,1,594,2,1,594
21,1,15,29,9,2,1,12,639,7,0,53.25
48,0,34,12,4,29,3,3,509,6,0,169.67
22,1,55,24,3,25,3,3,229,26,0,76.33
42,0,33,15,3,6,1,1,449,5,0,449
48,1,3,29,2,15,3,12,832,12,0,69.33
57,1,43,21,5,7,3,1,634,28,0,634
43,1,13,1,3,6,1,1,501,2,0,501
29,0,23,28,10,14,1,12,161,4,0,13.42
41,1,38,4,9,28,1,3,959,7,1,319.67
55,0,47,9,2,20,3,3,412,25,0,137.33
30,0,27,17,1,21,3,12,811,25,0,67.58
33,0,43,6,6,13,3,3,176,30,0,58.67
63,1,24,30,3,16,1,1,646,7,0,646
60,0,43,10,1,24,2,3,753,17,0,251
63,1,36,27,7,6,2,12,230,28,0,19.17
36,1,56,16,9,23,2,1,130,25,1,130
62,0,43,6,3,20,1,12,208,28,0,17.33
59,1,32,20,1,13,3,1,934,6,0,934
20,0,49,3,10,2,3,1,960,6,0,960
20,0,55,15,5,5,3,1,188,9,0,188
57,1,36,25,5,17,1,3,806,11,1,268.67
18,1,20,9,4,21,3,3,709,26,0,236.33
20,1,54,27,0,27,3,12,379,1,0,31.58
55,1,9,22,7,7,2,3,145,19,0,48.33
31,0,33,11,4,16,1,3,921,19,0,307
42,1,7,13,5,2,1,12,299,1,0,24.92
34,0,55,21,1,23,2,1,161,30,1,161
43,1,56,23,2,29,2,12,898,28,0,74.83
32,1,37,7,6,7,2,3,668,28,0,222.67
61,1,57,23,9,17,3,12,476,18,1,39.67
42,1,40,26,9,6,3,1,731,21,0,731
28,1,4,2,5,21,3,1,387,26,0,387
29,1,22,1,0,11,3,3,348,8,0,116
62,0,27,19,10,8,3,3,327,13,0,109
40,0,30,18,9,3,3,1,152,7,0,152
45,0,10,8,2,18,3,1,737,23,0,737
34,0,8,29,6,26,1,3,209,30,1,69.67
46,1,55,26,5,29,1,12,682,26,1,56.83
19,0,32,5,4,3,3,3,506,14,0,168.67
19,0,43,24,5,24,3,3,146,13,1,48.67
26,1,42,25,9,10,1,3,971,7,0,323.67
55,1,52,6,5,27,2,1,131,8,1,131
31,0,30,28,9,27,3,12,824,17,1,68.67
25,1,29,12,9,24,1,3,415,13,1,138.33
23,0,7,8,2,10,2,12,347,10,0,28.92
32,0,25,21,8,7,2,12,594,24,0,49.5
29,0,4,14,5,17,3,12,766,13,0,63.83
29,0,29,22,5,28,3,1,186,18,1,186
41,1,2,24,7,14,1,1,716,4,0,716
57,1,58,17,6,4,3,3,745,10,0,248.33
33,1,36,28,2,14,2,3,851,18,0,283.67
30,0,39,28,2,0,3,1,135,9,0,135
55,1,34,14,7,11,3,1,273,3,0,273
51,0,20,16,6,29,1,1,418,23,1,418
39,1,33,24,6,16,2,3,171,22,1,57
38,0,13,27,9,22,1,12,842,12,0,70.17
56,0,13,23,9,13,3,3,460,5,0,153.33
58,0,22,13,0,13,1,12,992,16,0,82.67
50,0,42,9,10,4,1,12,489,21,0,40.75
22,1,10,22,3,13,3,3,240,2,0,80
18,1,46,7,4,24,2,1,964,2,0,964
37,0,51,14,9,8,3,1,713,13,0,713
46,1,52,12,10,25,1,1,260,22,1,260
22,1,9,11,3,23,1,1,634,15,0,634
37,1,27,2,5,11,1,1,908,28,0,908
41,1,55,6,6,1,2,1,318,18,0,318
22,0,45,20,8,1,2,1,829,30,0,829
61,0,31,27,10,12,2,12,967,27,0,80.58
28,0,8,19,5,20,2,12,256,2,0,21.33
65,1,30,15,0,10,2,3,994,12,0,331.33
65,0,35,4,9,9,3,1,455,8,1,455
58,0,7,29,2,15,3,12,486,4,0,40.5
43,0,3,8,1,15,3,12,153,6,0,12.75
64,0,5,6,5,0,3,3,674,26,0,224.67
43,0,16,24,8,20,3,12,383,16,0,31.92
63,1,60,15,5,16,1,12,280,28,1,23.33
40,0,10,26,7,24,2,12,963,28,0,80.25
52,0,35,9,10,21,1,12,499,23,1,41.58
45,0,58,16,10,3,3,12,510,22,0,42.5
60,1,53,8,0,30,2,1,165,21,0,165
24,0,5,9,6,19,3,1,554,18,0,554
19,1,27,4,6,8,3,12,923,20,0,76.92
27,1,18,28,0,10,2,1,568,19,0,568
27,0,1,23,8,5,1,3,445,18,0,148.33
30,0,39,9,8,1,2,3,798,21,0,266
51,1,57,15,6,28,2,1,927,11,1,927
49,0,13,28,2,15,2,12,490,15,0,40.83
65,1,27,4,10,14,2,1,770,6,1,770
57,0,28,17,8,1,1,1,404,21,0,404
35,0,8,16,10,8,2,3,218,15,0,72.67
59,1,43,7,1,2,3,1,450,22,0,450
38,1,53,19,2,0,3,3,220,25,0,73.33
45,1,25,17,10,20,1,3,420,12,1,140
20,0,4,15,7,23,2,1,717,20,1,717
24,1,29,18,8,26,3,3,658,6,1,219.33
58,0,21,1,10,24,1,3,653,23,1,217.67
30,1,7,22,7,11,3,12,806,22,0,67.17
33,1,35,11,1,26,3,12,738,7,0,61.5
22,1,60,12,2,21,1,12,256,1,0,21.33
53,0,60,8,9,4,2,3,273,5,0,91
23,1,12,24,0,23,2,1,115,15,0,115
36,0,56,15,10,15,1,12,192,20,0,16
32,0,25,18,9,21,1,3,893,18,1,297.67
29,1,32,14,10,17,1,3,613,10,1,204.33
24,1,47,10,0,22,1,12,141,25,0,11.75
22,0,26,21,1,30,3,3,759,4,0,253
58,1,40,14,8,29,1,12,309,24,1,25.75
54,1,2,3,1,3,2,3,978,22,0,326
36,1,9,6,3,20,2,3,301,1,0,100.33
58,1,7,12,6,7,3,1,352,21,0,352
27,0,19,11,6,26,1,1,456,17,1,456
26,1,15,14,7,19,3,3,340,14,0,113.33
36,1,21,19,6,30,2,1,648,24,0,648
29,1,14,29,7,24,3,3,485,25,0,161.67
39,0,53,4,7,16,2,12,485,19,1,40.42
24,1,36,12,1,19,1,12,678,5,0,56.5
25,0,56,21,9,4,2,1,626,8,0,626
35,0,6,22,2,28,1,12,461,4,1,38.42
32,1,29,29,7,22,3,1,363,23,1,363
58,1,24,20,1,11,3,3,844,27,0,281.33
42,0,50,14,7,22,1,1,482,7,1,482
20,1,38,20,7,27,3,3,162,17,1,54
32,0,1,6,2,30,2,1,705,24,1,705
64,1,40,4,8,29,3,12,131,5,1,10.92
57,0,14,22,7,10,2,3,231,6,0,77
50,1,55,8,0,20,3,3,592,11,0,197.33
42,1,3,10,9,27,1,1,283,26,0,283
46,1,21,30,2,12,1,12,945,4,0,78.75
64,0,33,7,0,24,1,3,385,16,1,128.33
20,1,34,18,8,15,3,1,762,19,0,762
35,0,11,30,2,6,1,12,479,19,0,39.92
30,1,42,16,5,3,2,3,369,30,0,123
45,0,4,20,10,26,1,1,535,17,1,535
34,0,20,23,3,26,3,3,933,8,0,311
19,1,33,16,5,13,2,3,685,12,0,228.33
35,1,4,28,10,14,2,1,797,25,0,797
21,1,54,7,5,15,2,3,644,23,0,214.67
23,0,30,2,10,9,3,12,179,8,1,14.92
44,1,26,3,7,22,2,12,310,19,1,25.83
46,1,38,3,10,12,1,12,915,12,0,76.25
53,0,48,11,0,1,2,3,777,17,0,259
64,0,40,14,2,10,2,12,487,15,0,40.58
41,0,60,14,4,10,3,1,135,26,0,135
22,1,46,22,10,11,1,3,281,10,0,93.67
24,1,26,14,10,21,2,3,967,9,1,322.33
49,0,41,11,5,13,3,1,893,7,0,893
35,1,19,11,9,22,2,12,591,17,0,49.25
56,1,19,21,0,27,2,3,747,11,0,249
63,1,20,19,7,28,1,12,778,26,0,64.83
40,0,20,15,2,23,1,3,698,2,0,232.67
48,0,44,5,8,26,2,3,149,29,1,49.67
46,0,59,14,6,12,2,3,153,17,0,51
50,1,21,22,3,21,3,3,287,23,0,95.67
22,1,7,26,4,19,1,3,178,3,0,59.33
38,1,17,9,1,9,1,12,698,19,0,58.17
44,0,17,12,4,17,2,3,367,2,0,122.33
43,1,31,3,4,16,1,12,229,17,0,19.08
22,1,29,14,5,30,3,12,736,23,1,61.33
56,1,19,13,1,21,1,3,814,13,0,271.33
45,0,60,24,10,28,2,3,164,24,1,54.67
34,1,8,11,4,26,2,3,747,10,0,249
33,0,31,9,3,4,2,1,420,2,0,420
24,0,24,10,0,23,2,12,434,23,1,36.17
58,1,26,12,0,30,2,1,452,6,0,452
27,1,1,5,7,22,2,1,942,11,0,942
25,0,21,2,1,15,3,3,170,28,0,56.67
38,0,22,18,0,16,2,1,328,12,0,328
30,0,27,20,8,30,3,3,724,3,1,241.33
18,0,56,10,9,8,3,1,307,3,0,307
23,0,58,6,1,26,3,3,594,5,0,198
27,1,15,19,7,17,1,12,514,1,0,42.83
47,0,23,27,9,9,1,12,273,22,0,22.75
48,0,44,18,10,15,2,3,230,22,0,76.67
48,0,59,24,4,28,2,1,349,2,1,349
62,1,35,30,6,23,2,1,541,3,1,541
20,0,14,8,1,8,2,12,166,24,0,13.83
39,1,8,1,7,18,2,1,868,17,0,868
23,0,58,26,4,1,3,3,472,16,0,157.33
25,0,18,29,8,3,3,12,823,23,0,68.58
46,1,37,9,0,28,2,12,898,29,0,74.83
26,0,15,13,4,22,2,1,990,14,1,990
59,0,31,8,5,28,3,1,501,30,1,501
52,0,49,7,0,6,2,3,904,19,0,301.33
25,1,7,14,3,14,3,1,686,14,0,686
21,1,59,8,4,28,1,12,820,5,0,68.33
60,1,45,28,5,3,2,3,919,8,0,306.33
35,1,51,24,1,16,2,3,610,8,0,203.33
19,1,60,17,6,11,3,3,930,5,0,310
38,0,24,26,3,7,2,1,392,24,0,392
57,1,2,11,8,22,1,12,938,13,0,78.17
49,0,49,13,8,18,3,12,782,7,1,65.17
44,1,23,20,4,0,1,3,211,12,0,70.33
52,0,18,9,9,6,1,3,440,3,0,146.67
52,0,56,13,6,1,3,3,475,29,0,158.33
27,0,23,22,9,27,2,1,434,4,1,434
22,1,46,6,1,17,3,1,209,28,0,209
55,1,36,23,4,25,2,3,848,10,0,282.67
47,0,20,6,8,17,1,3,177,14,0,59
52,1,53,5,0,28,1,12,798,4,0,66.5
46,0,20,30,5,8,2,3,201,4,0,67
53,1,25,10,7,17,3,1,882,7,1,882
30,0,6,18,9,13,3,1,411,3,0,411
61,0,20,28,6,11,1,12,311,12,0,25.92
65,1,34,13,2,2,2,1,289,7,0,289
29,1,13,7,2,4,2,3,172,23,0,57.33
51,1,24,5,1,14,1,3,514,8,0,171.33
50,1,54,18,3,9,2,3,131,17,0,43.67
59,1,25,1,4,13,1,3,296,14,1,98.67
21,1,33,4,2,14,2,12,581,14,0,48.42
54,0,22,29,2,23,3,12,310,3,1,25.83
21,0,8,6,9,4,1,12,278,19,0,23.17
55,1,52,7,7,0,3,1,156,29,0,156
55,0,14,20,3,20,1,1,606,30,0,606
38,1,48,11,6,18,1,1,655,25,1,655
63,1,46,25,7,14,1,1,917,12,0,917
20,0,54,30,3,16,2,1,660,14,0,660
47,0,52,27,7,17,2,1,414,16,1,414
53,0,40,20,4,0,3,12,405,12,0,33.75
37,0,6,2,7,28,2,3,149,26,1,49.67
19,0,12,14,2,29,2,3,802,4,0,267.33
33,1,3,28,3,2,2,12,801,25,0,66.75
20,0,1,5,1,16,2,12,589,8,0,49.08
27,1,40,1,7,1,1,1,874,9,0,874
20,0,44,1,6,26,2,3,885,29,1,295
19,0,24,13,9,4,3,1,455,13,0,455
24,0,13,14,3,3,3,3,1000,29,0,333.33
53,0,31,5,10,2,3,1,827,4,1,827
30,0,59,12,3,6,3,1,810,14,0,810
35,0,51,2,6,3,3,1,659,11,0,659
21,0,16,21,2,26,3,1,532,14,1,532
56,0,3,30,4,0,3,3,157,19,0,52.33
64,0,46,30,10,18,3,1,571,3,1,571
45,0,34,23,3,8,1,1,154,4,0,154
19,1,7,20,3,27,1,1,565,14,0,565
65,0,48,7,7,27,1,12,862,23,1,71.83
30,0,24,18,9,11,2,1,993,24,0,993
43,1,39,18,1,0,2,3,399,8,0,133
31,0,22,21,4,15,2,3,359,4,0,119.67
31,0,18,17,9,17,2,3,181,29,0,60.33
35,1,42,4,6,10,2,3,795,3,0,265
44,1,15,6,7,11,2,3,276,7,0,92
54,1,7,27,4,29,1,1,234,26,0,234
50,1,22,25,2,7,3,3,358,22,0,119.33
55,0,37,13,10,28,3,12,340,8,1,28.33
30,0,6,14,9,16,1,12,726,1,0,60.5
19,0,34,10,6,5,3,1,940,20,0,940
60,1,3,16,2,24,1,12,819,29,0,68.25
60,1,23,15,5,7,1,3,780,17,0,260
49,0,16,8,5,22,1,12,122,22,1,10.17
25,0,41,9,10,9,1,1,276,14,0,276
32,1,8,5,2,8,3,1,885,22,0,885
55,1,38,25,6,17,1,12,891,11,1,74.25
35,1,25,1,8,11,1,3,944,13,0,314.67
26,1,1,7,8,26,2,3,821,27,0,273.67
18,1,33,17,4,1,1,3,910,10,0,303.33
25,1,60,11,10,2,3,12,986,2,0,82.17
19,1,20,23,3,5,3,1,748,21,0,748
51,0,1,12,5,30,3,12,655,11,0,54.58
34,1,11,13,4,17,3,3,198,16,0,66
46,0,21,20,7,20,1,1,145,9,0,145
38,1,14,3,7,8,1,3,572,8,0,190.67
20,0,27,10,5,3,2,1,778,12,0,778
61,1,8,8,6,8,2,3,447,4,0,149
63,1,11,9,4,19,1,12,559,20,0,46.58
59,1,29,15,5,15,3,1,441,15,0,441
58,0,54,21,8,9,3,1,384,16,0,384
33,0,29,26,1,6,1,3,677,19,0,225.67
31,0,50,19,5,10,2,3,819,9,0,273
27,1,38,14,10,21,3,12,307,10,1,25.58
35,1,8,4,1,18,3,3,228,29,0,76
62,1,34,30,5,15,3,12,583,26,0,48.58
57,1,28,6,6,30,2,12,146,21,1,12.17
28,0,39,25,6,23,3,1,642,15,1,642
64,0,18,19,0,5,1,1,552,13,0,552
61,1,11,28,8,21,1,12,931,15,0,77.58
42,1,46,24,1,20,2,1,577,23,0,577
47,1,56,12,3,4,3,12,173,20,0,14.42
55,1,42,14,2,24,2,1,635,6,0,635
35,0,45,26,0,7,1,12,992,23,0,82.67
22,1,2,22,9,14,1,1,414,26,0,414
20,1,60,7,4,8,1,1,366,20,0,366
45,1,33,13,0,9,3,3,666,21,0,222
57,1,10,28,7,18,2,12,552,23,0,46
43,0,53,7,9,2,3,3,575,12,0,191.67
57,1,2,7,1,29,3,3,705,20,0,235
24,1,33,1,9,30,3,12,952,11,1,79.33
20,1,19,12,4,22,1,1,810,1,0,810
51,1,49,27,2,10,3,1,271,17,0,271
44,0,35,20,0,23,3,1,452,24,1,452
64,1,30,16,2,6,3,3,998,18,0,332.67
24,0,20,17,7,26,3,1,585,9,1,585
28,1,7,26,9,1,2,12,663,13,0,55.25
46,0,42,13,10,4,2,3,561,21,0,187
58,1,24,6,0,5,1,1,608,24,0,608
53,1,9,2,8,22,3,12,102,29,1,8.5
47,0,44,4,6,30,2,12,937,30,1,78.08
25,0,11,21,6,16,2,12,925,26,0,77.08
46,1,38,26,2,29,1,3,541,25,0,180.33
47,1,48,18,4,30,3,3,845,15,0,281.67
21,0,17,29,2,12,3,3,946,9,0,315.33
56,1,55,9,8,17,1,1,516,26,1,516
53,1,34,16,2,22,1,3,733,29,0,244.33
30,1,18,8,0,4,2,1,873,22,0,873
46,0,54,8,10,20,1,3,197,9,1,65.67
49,0,6,24,4,17,2,12,501,26,0,41.75
56,1,12,19,1,25,3,12,873,22,0,72.75
21,1,44,25,1,13,2,12,671,10,0,55.92
61,1,51,14,2,19,3,12,760,20,0,63.33
41,1,31,18,10,13,3,1,203,17,0,203
18,0,45,13,1,0,3,12,219,27,0,18.25
36,0,38,29,9,17,3,12,179,17,1,14.92
36,0,13,24,1,22,2,12,486,23,1,40.5
35,0,49,23,6,30,1,3,978,19,1,326
53,0,48,8,3,2,2,12,193,5,0,16.08
41,1,57,17,3,20,2,3,914,23,0,304.67
51,1,31,20,3,5,2,3,302,17,0,100.67
32,0,16,29,10,28,1,1,428,20,1,428
46,1,53,17,9,1,3,12,496,10,0,41.33
22,0,52,18,9,20,2,12,999,15,1,83.25
27,1,11,10,3,15,1,3,713,14,0,237.67
33,1,7,20,9,26,1,12,386,12,0,32.17
55,1,59,2,2,19,3,3,755,14,0,251.67
22,1,26,18,3,5,3,1,640,6,0,640
53,1,55,8,0,22,2,3,227,25,0,75.67
27,0,23,30,1,17,2,12,488,2,0,40.67
33,0,39,15,3,27,2,12,541,14,0,45.08
40,1,16,21,7,27,3,3,117,11,0,39
55,1,47,8,10,16,3,3,825,10,1,275
29,1,13,14,9,23,1,1,941,12,0,941
38,0,33,24,6,9,1,12,738,2,0,61.5
36,1,56,30,10,0,2,1,493,14,0,493
22,0,21,16,5,0,1,12,892,12,0,74.33
26,0,13,29,2,17,3,12,654,11,0,54.5
50,0,29,26,0,15,2,1,101,29,0,101
18,0,9,30,3,13,2,3,765,13,0,255
33,0,58,17,0,0,3,3,273,30,0,91
51,1,41,23,4,4,1,12,521,20,0,43.42
64,1,32,6,1,12,3,3,120,22,0,40
35,0,50,29,0,13,2,12,783,28,0,65.25
48,0,53,11,0,15,3,12,259,18,0,21.58
39,1,27,24,1,21,3,1,809,20,0,809
30,1,15,3,3,22,2,1,203,29,0,203
51,0,53,27,0,14,1,1,191,21,0,191
61,0,57,5,4,29,2,1,196,9,1,196
20,0,27,3,7,29,1,3,946,18,1,315.33
58,1,34,22,10,20,1,12,281,13,1,23.42
63,0,29,21,4,21,3,12,841,10,0,70.08
34,0,57,13,2,19,2,3,367,2,0,122.33
20,1,1,6,2,24,1,1,852,7,0,852
37,1,39,28,8,11,2,1,594,1,0,594
54,1,28,11,3,1,1,12,918,8,0,76.5
59,1,37,15,3,23,3,3,659,14,0,219.67
37,0,31,9,6,21,1,12,228,4,1,19
65,0,41,9,8,12,3,1,997,8,0,997
44,0,2,9,4,5,2,12,221,19,0,18.42
42,0,29,4,9,5,3,3,678,23,0,226
22,0,32,4,0,21,3,3,146,22,1,48.67
49,0,52,14,4,28,2,12,489,14,1,40.75
38,1,53,27,9,1,2,1,382,17,0,382
35,0,28,19,2,23,1,1,417,15,1,417
41,1,36,5,1,11,3,12,115,24,0,9.58
40,1,51,21,5,3,3,1,881,15,0,881
49,1,34,8,5,13,2,12,268,4,0,22.33
43,0,36,29,8,8,1,3,349,8,0,116.33
29,0,29,20,3,3,3,12,978,25,0,81.5
39,0,53,25,4,12,3,12,708,16,0,59
65,1,15,12,4,7,1,3,710,18,0,236.67
40,0,11,21,6,0,3,3,556,7,0,185.33
24,1,27,19,5,26,1,3,848,10,1,282.67
24,1,42,28,8,29,1,3,745,17,1,248.33
30,1,4,19,5,18,2,12,267,12,0,22.25
29,1,29,4,5,29,1,1,416,20,1,416
28,0,53,3,10,15,1,1,506,13,0,506
50,1,36,7,8,9,2,1,457,24,0,457
50,1,23,2,4,3,1,1,275,25,0,275
38,1,35,9,0,24,1,3,864,8,0,288
20,0,28,14,3,20,3,1,917,4,0,917
36,0,52,28,1,24,2,12,257,7,1,21.42
55,1,41,28,4,13,3,1,708,10,0,708
30,1,24,10,9,2,3,12,211,15,0,17.58
26,1,30,30,2,16,2,12,214,9,0,17.83
49,0,30,26,2,24,2,3,546,6,0,182
34,0,21,28,8,6,3,12,527,24,0,43.92
21,1,23,17,5,3,3,3,345,10,0,115
65,1,1,4,0,1,2,3,145,4,0,48.33
36,1,55,8,4,23,2,12,313,1,0,26.08
65,0,58,6,3,28,2,12,704,7,0,58.67
45,0,15,15,7,1,1,1,391,16,0,391
52,0,56,16,1,6,2,1,806,23,0,806
61,0,42,4,6,10,2,1,454,28,1,454
36,0,55,3,8,2,2,12,533,19,0,44.42
58,0,46,10,1,12,1,12,251,28,0,20.92
26,1,47,6,6,14,1,12,669,4,0,55.75
